user_id,winner,best_ndcg,ndcg_Popularity,ndcg_ContentBased,ndcg_UserCF,ndcg_ItemCF,ndcg_SVD,ndcg_ALS,ndcg_NCF,ndcg_Hybrid
41,tie,0.20210734650054757,0.20210734650054757,0.20210734650054757,0.0,0.0,0.0,0.0,0.0,0.14126697285982898
42,Hybrid,0.23504554941448536,0.08372491399919346,0.0,0.0,0.07414861528507455,0.08372491399919346,0.08372491399919346,0.0,0.23504554941448536
43,NCF,0.4555573948688692,0.32583242649464755,0.0,0.0,0.0,0.2529427027676571,0.2327059155688063,0.4555573948688692,0.0
44,Hybrid,0.6724559848537955,0.0979129253499678,0.0,0.3108658234453849,0.19796212533499344,0.20424960638019762,0.4024912677501485,0.0,0.6724559848537955
45,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Popularity,0.6131471927654584,0.6131471927654584,0.0,0.21840743681816419,0.0,0.0,0.3065735963827292,0.0,0.0
47,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,NCF,0.10086747116627115,0.0,0.0,0.0874717141014082,0.09546043308946733,0.09109240322345806,0.0,0.10086747116627115,0.09109240322345806
49,SVD,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
50,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,UserCF,0.21398626473452756,0.0,0.0,0.21398626473452756,0.10699313236726378,0.09803928583135704,0.0,0.1208113026994942,0.0
53,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Hybrid,0.5855700749881525,0.0,0.0,0.0,0.13012668333070054,0.0,0.5585075862632192,0.3903800499921017,0.5855700749881525
55,Hybrid,0.3065735963827292,0.0,0.0,0.18457569677956817,0.0,0.0,0.17723928678404774,0.0,0.3065735963827292
56,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,ALS,0.5629199046684298,0.4845713881969346,0.0,0.38382802882359623,0.06794340091829075,0.21624063148843983,0.5629199046684298,0.10122860821230018,0.44349635474070687
58,tie,0.16812753627111746,0.0,0.0,0.16812753627111746,0.0,0.0,0.123151194370365,0.16812753627111746,0.0
59,ItemCF,0.3589542101716347,0.0,0.0,0.0,0.3589542101716347,0.11004588314904008,0.0,0.0,0.0
60,Hybrid,0.17630010660342912,0.0,0.07839826897867533,0.07336392209936005,0.0,0.0,0.09478836436955078,0.07839826897867533,0.17630010660342912
61,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Popularity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Hybrid,0.3483201083051004,0.12647135138382856,0.0,0.12647135138382856,0.15958907712489634,0.07979453856244817,0.23540784400158446,0.09785159463516042,0.3483201083051004
65,UserCF,0.19092086617893467,0.10086747116627115,0.0,0.19092086617893467,0.15130120674940672,0.0,0.0,0.15130120674940672,0.0
66,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Hybrid,0.6049306994552042,0.0,0.0,0.0,0.0,0.0,0.2960819109658652,0.0,0.6049306994552042
68,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,ItemCF,0.5531464700081437,0.26687965254220064,0.10209739512291163,0.14606834984270645,0.5531464700081437,0.4599715079731103,0.21398626473452756,0.35125161163747753,0.14606834984270645
70,SVD,0.3065735963827292,0.0,0.0,0.0,0.0,0.3065735963827292,0.23719771276929622,0.0,0.0
71,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,tie,0.2984900352767555,0.07839826897867533,0.0,0.2984900352767555,0.2984900352767555,0.0,0.2051166673279436,0.14279514403613733,0.07336392209936005
73,ContentBased,0.3562071871080222,0.0,0.3562071871080222,0.0,0.0,0.0,0.0,0.0,0.0
74,ContentBased,0.5,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.31546487678572877
75,tie,0.07945707943276742,0.07945707943276742,0.0,0.0,0.07945707943276742,0.0,0.0,0.0,0.0
76,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Hybrid,0.19342640361727081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19342640361727081
79,SVD,0.38685280723454163,0.19342640361727081,0.0,0.0,0.0,0.38685280723454163,0.0,0.0,0.0
80,SVD,0.31546487678572877,0.0,0.0,0.0,0.0,0.31546487678572877,0.0,0.0,0.0
81,Hybrid,0.6049306994552042,0.16716045496620227,0.0,0.20210734650054757,0.0,0.20210734650054757,0.18154179253735267,0.18154179253735267,0.6049306994552042
82,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,tie,0.14606834984270645,0.11305340175787204,0.0,0.14606834984270645,0.0,0.09803928583135704,0.11305340175787204,0.14606834984270645,0.0
85,ALS,0.36099027181348725,0.07336392209936005,0.0,0.1584091525685025,0.13886244387355454,0.1610425878239398,0.36099027181348725,0.31488013066763093,0.23365080824310533
86,ALS,0.21840743681816419,0.0,0.0,0.0,0.0,0.0,0.21840743681816419,0.0,0.0
87,UserCF,0.2082936658103318,0.0,0.0,0.2082936658103318,0.0,0.13568544539116628,0.0,0.11004588314904008,0.0
88,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,SVD,0.4483039899025303,0.0,0.0,0.13743816645714543,0.0,0.4483039899025303,0.3981471309738322,0.0,0.13743816645714543
90,UserCF,0.2532954041105318,0.0,0.0,0.2532954041105318,0.0,0.09478836436955078,0.0,0.06943122193677727,0.0
91,Hybrid,0.38356636737133565,0.0,0.0,0.0,0.0,0.0,0.252016380211836,0.0,0.38356636737133565
92,NCF,0.1482972305701491,0.09092803061897883,0.0,0.06794340091829075,0.0,0.10122860821230018,0.06794340091829075,0.1482972305701491,0.0
93,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Hybrid,0.6901935063354876,0.1884441521277154,0.0,0.33013764944712026,0.07336392209936005,0.23992089480238082,0.42838543210841196,0.4537425745411855,0.6901935063354876
95,Hybrid,0.11752277470724268,0.0,0.0,0.0,0.0,0.0,0.10122860821230018,0.0,0.11752277470724268
96,Hybrid,0.21398626473452756,0.11305340175787204,0.0,0.0,0.0,0.11305340175787204,0.0,0.0,0.21398626473452756
97,Hybrid,0.644824486427155,0.0,0.0,0.09109240322345806,0.15130120674940672,0.19092086617893467,0.19092086617893467,0.0,0.644824486427155
98,ALS,0.17723928678404774,0.0,0.0,0.0,0.0,0.0,0.17723928678404774,0.0,0.0
99,Hybrid,0.30260241349881345,0.0,0.0,0.0,0.0,0.0,0.09109240322345806,0.0,0.30260241349881345
100,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Hybrid,0.5240185826326421,0.11706259313796354,0.0,0.09109240322345806,0.4034698846650846,0.4935232796777481,0.24738635904833417,0.0,0.5240185826326421
102,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,tie,1.0,1.0,0.0,1.0,1.0,1.0,0.43067655807339306,0.2890648263178879,0.38685280723454163
105,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,ALS,0.3391602052736161,0.0,0.0,0.0,0.0,0.0,0.3391602052736161,0.16958010263680806,0.14606834984270645
107,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,ContentBased,0.15958907712489634,0.0,0.15958907712489634,0.0,0.0761433407173835,0.0,0.0,0.0,0.0
110,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Hybrid,0.448643819352159,0.0,0.0,0.3065735963827292,0.17723928678404774,0.2640681225725909,0.38685280723454163,0.0,0.448643819352159
113,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,UserCF,0.123151194370365,0.0,0.0,0.123151194370365,0.0,0.0,0.0,0.0,0.0
116,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Hybrid,0.6713860725233041,0.16716045496620227,0.0,0.0,0.20210734650054757,0.2960819109658652,0.6364391809889587,0.0,0.6713860725233041
118,Popularity,0.23535109180711322,0.23535109180711322,0.0,0.0,0.0,0.0,0.0,0.0,0.13743816645714543
119,Hybrid,0.2529427027676571,0.0,0.0,0.0843142342558857,0.0,0.0,0.0,0.0,0.2529427027676571
120,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Hybrid,0.33775931993299535,0.0,0.0,0.13565197343244778,0.15642624200758548,0.0,0.0,0.0,0.33775931993299535
124,tie,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
125,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,ContentBased,0.6934264036172708,0.0,0.6934264036172708,0.0,0.20438239758848611,0.0,0.19342640361727081,0.0,0.0
128,ItemCF,0.15743107269979564,0.0,0.0,0.0,0.15743107269979564,0.0,0.0,0.0,0.0
129,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Hybrid,0.3187939258847263,0.2684550357175426,0.0,0.17947710508581735,0.1610425878239398,0.0,0.22009176629808017,0.2835149363066189,0.3187939258847263
131,NCF,0.2960819109658652,0.0,0.0,0.23463936301137822,0.0,0.0,0.0,0.2960819109658652,0.0
132,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Popularity,0.38685280723454163,0.38685280723454163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,SVD,0.2960819109658652,0.0,0.0,0.0,0.0,0.2960819109658652,0.0,0.0,0.0
137,tie,0.46927872602275644,0.13565197343244778,0.0,0.23463936301137822,0.4632423659320675,0.46927872602275644,0.46927872602275644,0.13565197343244778,0.37590633587120725
138,ALS,0.16958010263680806,0.0,0.0,0.0,0.0,0.0,0.16958010263680806,0.0,0.11305340175787204
139,UserCF,0.6131471927654584,0.18457569677956817,0.0,0.6131471927654584,0.0,0.0,0.0,0.38685280723454163,0.0
140,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,UserCF,0.7039180890341347,0.46927872602275644,0.0,0.7039180890341347,0.6257049680303419,0.46927872602275644,0.0,0.0,0.46927872602275644
142,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,ItemCF,0.13886244387355454,0.0,0.0,0.09478836436955078,0.13886244387355454,0.06943122193677727,0.0,0.0,0.0
145,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,ALS,0.17723928678404774,0.0,0.0,0.0,0.0,0.0,0.17723928678404774,0.0,0.0
148,tie,0.3391602052736161,0.21398626473452756,0.0,0.3391602052736161,0.3391602052736161,0.3391602052736161,0.2591217516005785,0.0,0.29039140533630226
149,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,ALS,0.3562071871080222,0.0,0.0,0.0,0.0,0.0,0.3562071871080222,0.0,0.0
151,ItemCF,0.09478836436955078,0.0,0.0,0.0,0.09478836436955078,0.0,0.0,0.0,0.0
152,ItemCF,0.4483039899025303,0.0,0.0,0.0,0.4483039899025303,0.3108658234453849,0.27134058233820724,0.13743816645714543,0.38121301394452073
153,Popularity,0.6309297535714575,0.6309297535714575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Hybrid,0.13012668333070054,0.0,0.0,0.11284514134893527,0.11751610475642714,0.0,0.123151194370365,0.0,0.13012668333070054
155,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,SVD,0.09785159463516042,0.0,0.0,0.0,0.0,0.09785159463516042,0.0,0.09010000865236768,0.07979453856244817
161,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,ItemCF,0.2640681225725909,0.21840743681816419,0.0,0.21840743681816419,0.2640681225725909,0.18457569677956817,0.0,0.20438239758848611,0.0
163,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Hybrid,0.46927872602275644,0.0,0.1480409554829326,0.0,0.0,0.0,0.0,0.0,0.46927872602275644
165,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Hybrid,0.10209739512291163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10209739512291163
168,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,ItemCF,0.46927872602275644,0.15642624200758548,0.0,0.2960819109658652,0.46927872602275644,0.2960819109658652,0.23463936301137822,0.16716045496620227,0.20210734650054757
170,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,ALS,0.20210734650054757,0.0,0.0,0.0,0.0,0.0,0.20210734650054757,0.0,0.0
174,Popularity,0.16958010263680806,0.16958010263680806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,NCF,0.2640681225725909,0.0,0.0,0.17723928678404774,0.0,0.0,0.0,0.2640681225725909,0.0
176,ALS,0.16716045496620227,0.1480409554829326,0.0,0.0,0.0,0.0,0.16716045496620227,0.0,0.0
177,Hybrid,0.5,0.0,0.0,0.0,0.0,0.0,0.43067655807339306,0.0,0.5
178,NCF,0.22009176629808017,0.11004588314904008,0.0,0.0,0.07839826897867533,0.06625422345438903,0.0,0.22009176629808017,0.08514311764162098
179,tie,1.0,0.0,0.0,0.6309297535714575,1.0,1.0,0.6309297535714575,0.0,0.31546487678572877
180,SVD,0.16958010263680806,0.0,0.0,0.14606834984270645,0.0,0.16958010263680806,0.11305340175787204,0.13120507751234178,0.0
181,ALS,0.38685280723454163,0.0,0.0,0.0,0.23719771276929622,0.0,0.38685280723454163,0.0,0.0
182,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,ALS,0.3391602052736161,0.0,0.0,0.1208113026994942,0.16958010263680806,0.16958010263680806,0.3391602052736161,0.10699313236726378,0.0
184,SVD,0.494639655562801,0.0,0.0,0.30523488393970116,0.21726071285222986,0.494639655562801,0.0,0.1487639058405727,0.43735247915031
185,ALS,0.24630238874073,0.0,0.0,0.0,0.0,0.0,0.24630238874073,0.0,0.19519002499605084
186,Hybrid,0.21624063148843983,0.07414861528507455,0.0,0.0,0.10122860821230018,0.0,0.0,0.09092803061897883,0.21624063148843983
187,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,SVD,0.10778915452451093,0.09546043308946733,0.0,0.0,0.0,0.10778915452451093,0.0,0.10086747116627115,0.09546043308946733
189,Hybrid,0.07336392209936005,0.0,0.0,0.0,0.0,0.0,0.06943122193677727,0.0,0.07336392209936005
190,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Popularity,0.23540784400158446,0.23540784400158446,0.0,0.22432294601898897,0.0843142342558857,0.0,0.0,0.15958907712489634,0.0
194,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,ContentBased,0.11305340175787204,0.0,0.11305340175787204,0.0,0.0,0.0,0.0,0.0,0.0
198,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,tie,0.13886244387355454,0.0,0.13886244387355454,0.0,0.08514311764162098,0.09478836436955078,0.0,0.0,0.13886244387355454
201,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,tie,0.6131471927654584,0.0,0.0,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584,0.17723928678404774,0.6131471927654584
207,NCF,0.2489083270225946,0.06362078819895171,0.0,0.06362078819895171,0.0,0.07336392209936005,0.23365080824310533,0.2489083270225946,0.22400556151517553
208,ItemCF,0.21840743681816419,0.0,0.0,0.0,0.21840743681816419,0.0,0.0,0.0,0.0
209,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,tie,0.18457569677956817,0.0,0.0,0.0,0.0,0.18457569677956817,0.18457569677956817,0.0,0.0
213,ALS,0.33013764944712026,0.17947710508581735,0.0,0.22466337602289155,0.07336392209936005,0.14201905717762703,0.33013764944712026,0.0,0.2710884709729799
214,NCF,0.6235744328990731,0.1635413866202963,0.0,0.40350157154648025,0.08514311764162098,0.38363315291837646,0.43735247915031,0.6235744328990731,0.31488013066763093
215,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Hybrid,0.24618570546556082,0.06362078819895171,0.0,0.0,0.0,0.0,0.06625422345438903,0.23365080824310533,0.24618570546556082
217,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,SVD,0.38685280723454163,0.0,0.0,0.0,0.0,0.38685280723454163,0.0,0.0,0.0
219,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,UserCF,0.31546487678572877,0.0,0.0,0.31546487678572877,0.0,0.0,0.0,0.0,0.0
221,Popularity,0.27487633291429087,0.27487633291429087,0.0,0.0,0.0,0.09162544430476362,0.0,0.0979129253499678,0.0
222,Popularity,0.26582000527739175,0.26582000527739175,0.0,0.1482972305701491,0.0,0.0,0.0,0.23504554941448536,0.1482972305701491
223,ItemCF,0.1604575749732692,0.0,0.0,0.0,0.1604575749732692,0.07979453856244817,0.0,0.09785159463516042,0.0
224,Hybrid,0.3903800499921017,0.0,0.0,0.0,0.0,0.0,0.2638647595767405,0.0,0.3903800499921017
225,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,ItemCF,0.17723928678404774,0.0,0.0,0.0,0.17723928678404774,0.0,0.0,0.0,0.0
228,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,UserCF,0.2960819109658652,0.20210734650054757,0.0,0.2960819109658652,0.0,0.18154179253735267,0.23463936301137822,0.0,0.13565197343244778
230,Popularity,0.3615901614084106,0.3615901614084106,0.0,0.0,0.0979129253499678,0.0,0.0,0.11838279295536291,0.0
231,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,NCF,0.3029889503327761,0.0,0.0,0.0,0.06794340091829075,0.0,0.0,0.3029889503327761,0.0
234,Hybrid,0.09162544430476362,0.0,0.0,0.0,0.0,0.0,0.07945707943276742,0.0,0.09162544430476362
235,ContentBased,0.09785159463516042,0.0,0.09785159463516042,0.0,0.0,0.0,0.0,0.0,0.0
236,UserCF,0.23463936301137822,0.1480409554829326,0.0,0.23463936301137822,0.0,0.0,0.0,0.0,0.0
237,Hybrid,0.312706129752478,0.11751610475642714,0.0,0.13012668333070054,0.123151194370365,0.15101961822780524,0.29127873064148246,0.2856436410275446,0.312706129752478
238,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,NCF,0.1610425878239398,0.0,0.0,0.09478836436955078,0.0,0.0,0.0,0.1610425878239398,0.0
240,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Hybrid,0.32908604348504067,0.0,0.0,0.22432294601898897,0.2393836156873445,0.09785159463516042,0.15958907712489634,0.0,0.32908604348504067
244,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Popularity,0.17723928678404774,0.17723928678404774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Hybrid,0.17630010660342912,0.0,0.0,0.1731866333482261,0.0,0.0,0.11004588314904008,0.06625422345438903,0.17630010660342912
250,Hybrid,0.22009176629808017,0.13886244387355454,0.0,0.0,0.07839826897867533,0.06943122193677727,0.11004588314904008,0.0,0.22009176629808017
251,Hybrid,0.38268031849431083,0.16716045496620227,0.0,0.0,0.0,0.0,0.0,0.0,0.38268031849431083
252,ALS,0.6131471927654584,0.0,0.0,0.19342640361727081,0.0,0.0,0.6131471927654584,0.0,0.19342640361727081
253,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,SVD,0.2528969231297844,0.1482972305701491,0.0,0.10122860821230018,0.23504554941448536,0.2528969231297844,0.1482972305701491,0.06794340091829075,0.1482972305701491
